Gene,Category,sample_1,sample_2,value_1_tap,value_2_qnp,FC5
Pde1a,qnpBYtap_FC5_,tap,qnp,0.159824,1.13049,7.073343177
Slc35b1,qnpBYtap_FC5_,tap,qnp,46.8313,331.038,7.068733945
Unk,qnpBYtap_FC5_,tap,qnp,4.82791,34.0914,7.061316387
AC134224.1,qnpBYtap_FC5_,tap,qnp,29.8741,210.374,7.042019676
Hsd3b7,qnpBYtap_FC5_,tap,qnp,6.14496,43.2202,7.033438786
Agt,qnpBYtap_FC5_,tap,qnp,0.119151,0.837949,7.032664434
Poll,qnpBYtap_FC5_,tap,qnp,7.05395,49.601,7.031663111
Tsc2,qnpBYtap_FC5_,tap,qnp,5.76447,40.5017,7.026092598
Rcor2l1,qnpBYtap_FC5_,tap,qnp,0.659104,4.61519,7.002218163
Pgp,qnpBYtap_FC5_,tap,qnp,5.55554,38.886,6.999499599
Tmem199,qnpBYtap_FC5_,tap,qnp,11.8836,83.1187,6.994404053
Mrps23,qnpBYtap_FC5_,tap,qnp,10.0219,70.0885,6.99353416
Cdk2ap2,qnpBYtap_FC5_,tap,qnp,21.0193,146.826,6.985294467
Flii,qnpBYtap_FC5_,tap,qnp,22.9827,160.4,6.979162588
Ccdc14,qnpBYtap_FC5_,tap,qnp,1.80096,12.565,6.976834577
Psmg1,qnpBYtap_FC5_,tap,qnp,20.6145,143.788,6.975090349
Btg2,qnpBYtap_FC5_,tap,qnp,0.769626,5.36705,6.973581974
Iqcg,qnpBYtap_FC5_,tap,qnp,0.354135,2.46941,6.97307524
Arhgef17,qnpBYtap_FC5_,tap,qnp,8.07611,56.2059,6.959526307
Fbxw4,qnpBYtap_FC5_,tap,qnp,3.89353,27.0826,6.955795897
Reck,qnpBYtap_FC5_,tap,qnp,0.77696,5.40366,6.954875412
Calm3,qnpBYtap_FC5_,tap,qnp,108.335,752.387,6.945003923
Dnaja3,qnpBYtap_FC5_,tap,qnp,8.39263,58.2806,6.944259428
Ppp1r13l,qnpBYtap_FC5_,tap,qnp,0.799777,5.5504,6.939934507
Col8a2,qnpBYtap_FC5_,tap,qnp,0.616677,4.27328,6.929527127
Emp2,qnpBYtap_FC5_,tap,qnp,7.19161,49.8179,6.927224919
Mrpl17,qnpBYtap_FC5_,tap,qnp,26.7847,185.421,6.922646138
Myh11,qnpBYtap_FC5_,tap,qnp,0.122508,0.847558,6.918389003
Alg8,qnpBYtap_FC5_,tap,qnp,2.92318,20.2216,6.917671851
Adamts14,qnpBYtap_FC5_,tap,qnp,0.0417187,0.28778,6.898105646
Tgfb3,qnpBYtap_FC5_,tap,qnp,0.792118,5.46284,6.896497744
Tom1l2,qnpBYtap_FC5_,tap,qnp,30.6616,211.453,6.896345918
N6amt1,qnpBYtap_FC5_,tap,qnp,17.5531,121.002,6.893483202
Slc3a2,qnpBYtap_FC5_,tap,qnp,54.8403,377.918,6.891246036
Emp1,qnpBYtap_FC5_,tap,qnp,19.6361,135.311,6.89093048
AABR07058476.1,qnpBYtap_FC5_,tap,qnp,0.152893,1.05309,6.887758105
Snrnp70,qnpBYtap_FC5_,tap,qnp,38.3313,264.006,6.887478379
Olr336,qnpBYtap_FC5_,tap,qnp,0.151435,1.04254,6.884405851
Mrgprd,qnpBYtap_FC5_,tap,qnp,0.152161,1.04726,6.882578322
Pik3c2a,qnpBYtap_FC5_,tap,qnp,18.2868,125.626,6.869763983
Olr338,qnpBYtap_FC5_,tap,qnp,0.157441,1.08156,6.869621001
Olr260,qnpBYtap_FC5_,tap,qnp,0.159018,1.09178,6.865763624
Usp32,qnpBYtap_FC5_,tap,qnp,12.0395,82.6203,6.862436148
Cdr2,qnpBYtap_FC5_,tap,qnp,5.05858,34.7125,6.862103594
RF00009,qnpBYtap_FC5_,tap,qnp,0.844758,5.79319,6.857810166
Wdr90,qnpBYtap_FC5_,tap,qnp,0.374497,2.56761,6.856156391
Tarsl2,qnpBYtap_FC5_,tap,qnp,4.1654,28.5415,6.852043021
Nudt19,qnpBYtap_FC5_,tap,qnp,5.79158,39.6628,6.848355716
Fbrsl1,qnpBYtap_FC5_,tap,qnp,0.928943,6.36069,6.847233899
Cdkn1c,qnpBYtap_FC5_,tap,qnp,3.72112,25.4649,6.843342865
Ntng2,qnpBYtap_FC5_,tap,qnp,0.149157,1.0206,6.842454595
Uqcrb,qnpBYtap_FC5_,tap,qnp,3.79463,25.9368,6.835132806
Gnaq,qnpBYtap_FC5_,tap,qnp,97.7803,668.333,6.83504755
Cyfip1,qnpBYtap_FC5_,tap,qnp,22.7285,155.265,6.83129111
AABR07002351.2,qnpBYtap_FC5_,tap,qnp,0.136467,0.931854,6.828420058
Csnk1d,qnpBYtap_FC5_,tap,qnp,21.6632,147.862,6.825492079
Sart1,qnpBYtap_FC5_,tap,qnp,27.5688,187.888,6.815240417
RGD1359634,qnpBYtap_FC5_,tap,qnp,1.50031,10.223,6.813925122
Pdpn,qnpBYtap_FC5_,tap,qnp,0.502033,3.41842,6.80915398
Abca6,qnpBYtap_FC5_,tap,qnp,0.037528,0.255154,6.799030058
Pbxip1,qnpBYtap_FC5_,tap,qnp,0.108172,0.735119,6.795834412
Iba57,qnpBYtap_FC5_,tap,qnp,0.556789,3.78179,6.792142086
Bambi,qnpBYtap_FC5_,tap,qnp,2.27207,15.4201,6.786806745
Poldip2,qnpBYtap_FC5_,tap,qnp,17.8155,120.786,6.779826556
Flcn,qnpBYtap_FC5_,tap,qnp,4.34253,29.4282,6.776740748
Fzd5,qnpBYtap_FC5_,tap,qnp,0.209597,1.41976,6.773761075
Rnf112,qnpBYtap_FC5_,tap,qnp,1.68846,11.4358,6.772917333
Peg12,qnpBYtap_FC5_,tap,qnp,0.0839318,0.568061,6.768126026
Mrm3,qnpBYtap_FC5_,tap,qnp,0.920779,6.22381,6.759287516
Ccl2,qnpBYtap_FC5_,tap,qnp,6.65412,44.9365,6.753184493
Ankrd40,qnpBYtap_FC5_,tap,qnp,20.8955,141.077,6.751549377
Crk,qnpBYtap_FC5_,tap,qnp,79.0486,533.381,6.74750723
Nrip1,qnpBYtap_FC5_,tap,qnp,2.41929,16.3166,6.744375416
Strada,qnpBYtap_FC5_,tap,qnp,15.6899,105.774,6.741534363
Cog7,qnpBYtap_FC5_,tap,qnp,4.45356,30.0077,6.73791304
Slc37a2,qnpBYtap_FC5_,tap,qnp,0.0239418,0.161216,6.733662465
Fscn2,qnpBYtap_FC5_,tap,qnp,0.138459,0.932291,6.733336222
Ina,qnpBYtap_FC5_,tap,qnp,2.17478,14.6237,6.724220381
Rorb,qnpBYtap_FC5_,tap,qnp,5.907,39.6999,6.720822753
Tmem9b,qnpBYtap_FC5_,tap,qnp,10.1438,68.1626,6.719631696
Cnn2,qnpBYtap_FC5_,tap,qnp,0.979322,6.58063,6.719577422
LOC497940,qnpBYtap_FC5_,tap,qnp,7.74151,51.9201,6.70671484
Ctu1,qnpBYtap_FC5_,tap,qnp,1.49548,10.0278,6.705405622
Cdc42ep2,qnpBYtap_FC5_,tap,qnp,0.184609,1.23782,6.705090218
Proser3,qnpBYtap_FC5_,tap,qnp,4.67362,31.3334,6.704310577
Tagln2,qnpBYtap_FC5_,tap,qnp,0.0989173,0.66241,6.696604133
LOC102549993,qnpBYtap_FC5_,tap,qnp,1.5729,10.5252,6.691588785
Mef2b,qnpBYtap_FC5_,tap,qnp,0.0970036,0.648956,6.690019752
Atg3,qnpBYtap_FC5_,tap,qnp,27.924,186.701,6.686040682
Sf3b2,qnpBYtap_FC5_,tap,qnp,49.1436,327.791,6.670064871
Dagla,qnpBYtap_FC5_,tap,qnp,1.05587,7.04049,6.667951547
Slk,qnpBYtap_FC5_,tap,qnp,29.7408,198.151,6.662598182
Gtf2h1,qnpBYtap_FC5_,tap,qnp,80.7184,537.519,6.659187992
Rffl,qnpBYtap_FC5_,tap,qnp,10.6014,70.5637,6.656073726
Tufm,qnpBYtap_FC5_,tap,qnp,16.5938,110.26,6.644650412
Abca9,qnpBYtap_FC5_,tap,qnp,1.11998,7.4386,6.641725745
Tmem107,qnpBYtap_FC5_,tap,qnp,3.3826,22.4314,6.631407793
Ccng1,qnpBYtap_FC5_,tap,qnp,7.71201,51.1187,6.628453542
Slc4a3,qnpBYtap_FC5_,tap,qnp,0.110824,0.734371,6.626461777
Zfp672,qnpBYtap_FC5_,tap,qnp,4.94428,32.7252,6.618799906
Adamts9,qnpBYtap_FC5_,tap,qnp,0.387004,2.56139,6.618510403
Ranbp6,qnpBYtap_FC5_,tap,qnp,6.22533,41.1989,6.617946358
Rnd1,qnpBYtap_FC5_,tap,qnp,0.298854,1.97671,6.614299959
Fkrp,qnpBYtap_FC5_,tap,qnp,3.8617,25.5307,6.61125929
Zfp830,qnpBYtap_FC5_,tap,qnp,13.2,87.2214,6.607681818
Wdr11,qnpBYtap_FC5_,tap,qnp,10.2031,67.32,6.597994727
Rundc3a,qnpBYtap_FC5_,tap,qnp,16.5324,108.975,6.591601945
Gpt,qnpBYtap_FC5_,tap,qnp,0.0677527,0.446558,6.590999325
Pacs1,qnpBYtap_FC5_,tap,qnp,3.21027,21.1406,6.585302794
Ntn1,qnpBYtap_FC5_,tap,qnp,3.82045,25.1572,6.584878745
Abhd17c,qnpBYtap_FC5_,tap,qnp,4.18676,27.5451,6.579096963
Sema3c,qnpBYtap_FC5_,tap,qnp,3.51197,23.1002,6.577561881
Flt3lg,qnpBYtap_FC5_,tap,qnp,2.9499,19.363,6.56395132
AC128859.1,qnpBYtap_FC5_,tap,qnp,0.438954,2.87917,6.559161097
Mfsd11,qnpBYtap_FC5_,tap,qnp,5.13592,33.6697,6.555729061
Kcnn3,qnpBYtap_FC5_,tap,qnp,0.798849,5.22924,6.545968011
Tnrc6c,qnpBYtap_FC5_,tap,qnp,2.71085,17.7309,6.540716012
RGD1565784,qnpBYtap_FC5_,tap,qnp,4.32377,28.2747,6.53936264
Myh14,qnpBYtap_FC5_,tap,qnp,19.4474,127.03,6.531978568
Slc7a4,qnpBYtap_FC5_,tap,qnp,0.0471828,0.307778,6.5230974
Git1,qnpBYtap_FC5_,tap,qnp,14.5774,94.9458,6.513219093
RGD1305014,qnpBYtap_FC5_,tap,qnp,3.30005,21.4619,6.503507523
Spn,qnpBYtap_FC5_,tap,qnp,0.134858,0.876912,6.502484094
Vmp1,qnpBYtap_FC5_,tap,qnp,22.986,149.312,6.49578004
Erc2,qnpBYtap_FC5_,tap,qnp,1.14245,7.40881,6.485019038
Eno3,qnpBYtap_FC5_,tap,qnp,9.57119,62.0452,6.482495907
Ppp1r3c,qnpBYtap_FC5_,tap,qnp,2.30632,14.9495,6.481971279
Fgfr3,qnpBYtap_FC5_,tap,qnp,8.76798,56.8304,6.481584128
AABR07048308.2,qnpBYtap_FC5_,tap,qnp,0.655241,4.24528,6.47895965
Hmgn5b,qnpBYtap_FC5_,tap,qnp,0.224144,1.45042,6.470929403
Atg2a,qnpBYtap_FC5_,tap,qnp,3.62455,23.4406,6.467175236
Syvn1,qnpBYtap_FC5_,tap,qnp,7.0274,45.3888,6.45883257
Tspan9,qnpBYtap_FC5_,tap,qnp,0.28923,1.86718,6.455692701
Plpp6,qnpBYtap_FC5_,tap,qnp,5.14935,33.2313,6.45349413
Orai2,qnpBYtap_FC5_,tap,qnp,0.319514,2.06089,6.450077305
Cpne5,qnpBYtap_FC5_,tap,qnp,0.0239538,0.154456,6.448079219
Osbpl7,qnpBYtap_FC5_,tap,qnp,2.40763,15.5167,6.444802565
Rnaseh2c,qnpBYtap_FC5_,tap,qnp,7.71499,49.7118,6.443533951
Wrb,qnpBYtap_FC5_,tap,qnp,11.391,73.3402,6.438433851
Mrps6,qnpBYtap_FC5_,tap,qnp,134.398,864.985,6.435996071
Cebpg,qnpBYtap_FC5_,tap,qnp,17.0257,109.333,6.421644925
Coil,qnpBYtap_FC5_,tap,qnp,3.06081,19.6133,6.40787896
Ercc2,qnpBYtap_FC5_,tap,qnp,3.4486,22.0643,6.398045584
RF00004,qnpBYtap_FC5_,tap,qnp,9.61438,61.4972,6.396377093
Olr164,qnpBYtap_FC5_,tap,qnp,0.150716,0.963314,6.391584172
Rtn3,qnpBYtap_FC5_,tap,qnp,42.6353,272.151,6.383231735
Ikzf5,qnpBYtap_FC5_,tap,qnp,33.0832,211.146,6.382272573
Asrgl1,qnpBYtap_FC5_,tap,qnp,21.6285,138.033,6.381995978
Jmjd4,qnpBYtap_FC5_,tap,qnp,1.23378,7.86975,6.378568302
Ubqln3,qnpBYtap_FC5_,tap,qnp,0.051942,0.330957,6.371664549
Gpi,qnpBYtap_FC5_,tap,qnp,67.3822,429.299,6.371103941
Mctp2,qnpBYtap_FC5_,tap,qnp,0.012313,0.0784374,6.370291562
Atad1,qnpBYtap_FC5_,tap,qnp,30.4508,193.863,6.366433723
Fam189a2,qnpBYtap_FC5_,tap,qnp,3.71917,23.6528,6.359698535
AABR07006860.1,qnpBYtap_FC5_,tap,qnp,6.97226,44.3268,6.357594238
Skp1,qnpBYtap_FC5_,tap,qnp,435.985,2765.8,6.343796232
Trim66,qnpBYtap_FC5_,tap,qnp,0.0478956,0.303248,6.331437543
Psmd12,qnpBYtap_FC5_,tap,qnp,18.4901,117.011,6.328305417
Ube2m,qnpBYtap_FC5_,tap,qnp,16.4909,104.345,6.327429067
Pigq,qnpBYtap_FC5_,tap,qnp,7.3036,46.2077,6.3267019
Scaf4,qnpBYtap_FC5_,tap,qnp,6.48291,40.9445,6.315759435
Lamtor1,qnpBYtap_FC5_,tap,qnp,12.7781,80.6747,6.313512964
Sssca1,qnpBYtap_FC5_,tap,qnp,14.2881,90.1848,6.311881916
LOC108351584,qnpBYtap_FC5_,tap,qnp,14.5181,91.6034,6.309599741
Nmt1,qnpBYtap_FC5_,tap,qnp,64.258,405.282,6.30710573
Relt,qnpBYtap_FC5_,tap,qnp,0.675341,4.25647,6.302697452
Clcf1,qnpBYtap_FC5_,tap,qnp,0.0990764,0.62337,6.291811168
P4ha2,qnpBYtap_FC5_,tap,qnp,0.915981,5.75318,6.280894473
Cacul1,qnpBYtap_FC5_,tap,qnp,21.1445,132.68,6.274917827
Sidt2,qnpBYtap_FC5_,tap,qnp,3.47105,21.7744,6.273145014
Narf,qnpBYtap_FC5_,tap,qnp,10.6788,66.967,6.271022961
Chst15,qnpBYtap_FC5_,tap,qnp,0.298957,1.87322,6.265850942
Uhrf2,qnpBYtap_FC5_,tap,qnp,10.6429,66.67,6.264270077
Guk1,qnpBYtap_FC5_,tap,qnp,16.8274,105.274,6.256106113
Dph1,qnpBYtap_FC5_,tap,qnp,7.56591,47.3331,6.256101381
Rhbdf1,qnpBYtap_FC5_,tap,qnp,13.9519,87.279,6.255707108
Gemin4,qnpBYtap_FC5_,tap,qnp,1.65377,10.3445,6.255101979
Spice1,qnpBYtap_FC5_,tap,qnp,1.62745,10.1755,6.252419429
Cx3cl1,qnpBYtap_FC5_,tap,qnp,0.272863,1.70518,6.24921664
Chd3,qnpBYtap_FC5_,tap,qnp,20.3956,127.394,6.246151131
Abhd15,qnpBYtap_FC5_,tap,qnp,0.379123,2.36416,6.235865405
Cog1,qnpBYtap_FC5_,tap,qnp,7.43296,46.3125,6.230694098
Dyrk1a,qnpBYtap_FC5_,tap,qnp,27.0134,168.3,6.230241288
Ccdc90b,qnpBYtap_FC5_,tap,qnp,20.4822,127.596,6.229604242
Tp53inp2,qnpBYtap_FC5_,tap,qnp,1.90477,11.8658,6.229518525
Prpf19,qnpBYtap_FC5_,tap,qnp,41.8462,260.608,6.227757837
Copb1,qnpBYtap_FC5_,tap,qnp,38.944,242.477,6.226299302
Dock1,qnpBYtap_FC5_,tap,qnp,26.1089,162.47,6.22278227
Gtf2e1,qnpBYtap_FC5_,tap,qnp,12.5869,78.2656,6.218020323
AABR07035428.1,qnpBYtap_FC5_,tap,qnp,0.445801,2.77183,6.217639709
Abhd2,qnpBYtap_FC5_,tap,qnp,15.9875,99.3774,6.215943706
Rnf187,qnpBYtap_FC5_,tap,qnp,32.9686,204.874,6.214215951
Atp5po,qnpBYtap_FC5_,tap,qnp,63.3043,393.114,6.209909911
Igflr1,qnpBYtap_FC5_,tap,qnp,0.215269,1.33608,6.206560164
AABR07002997.1,qnpBYtap_FC5_,tap,qnp,3.65431,22.6693,6.203441963
Spata33,qnpBYtap_FC5_,tap,qnp,0.837887,5.19428,6.19926076
Mrpl49,qnpBYtap_FC5_,tap,qnp,15.8215,98.0402,6.196643807
Ntan1,qnpBYtap_FC5_,tap,qnp,15.4638,95.798,6.194984415
Lmo7,qnpBYtap_FC5_,tap,qnp,1.68552,10.4394,6.193578243
Emc6,qnpBYtap_FC5_,tap,qnp,25.9865,160.657,6.182325438
Klhl29,qnpBYtap_FC5_,tap,qnp,0.040106,0.247773,6.177953423
Sae1,qnpBYtap_FC5_,tap,qnp,15.8075,97.5856,6.173373399
Sympk,qnpBYtap_FC5_,tap,qnp,8.92832,55.0841,6.169592936
F2rl2,qnpBYtap_FC5_,tap,qnp,0.162697,1.00264,6.162621314
Lmf1,qnpBYtap_FC5_,tap,qnp,4.23037,26.0358,6.154497124
Tanc2,qnpBYtap_FC5_,tap,qnp,21.3709,131.391,6.148126658
Atpaf2,qnpBYtap_FC5_,tap,qnp,9.46031,58.1472,6.146437062
Amz2,qnpBYtap_FC5_,tap,qnp,12.6578,77.768,6.143879663
Mmd,qnpBYtap_FC5_,tap,qnp,8.17599,50.1967,6.139525611
RT1-T24-4,qnpBYtap_FC5_,tap,qnp,0.292208,1.79318,6.136656081
Cblb,qnpBYtap_FC5_,tap,qnp,13.6715,83.8798,6.135376513
Zkscan2,qnpBYtap_FC5_,tap,qnp,1.01248,6.20854,6.132012484
Sf1,qnpBYtap_FC5_,tap,qnp,16.7173,102.502,6.131492526
Ddx52,qnpBYtap_FC5_,tap,qnp,9.35056,57.3271,6.130873445
Tnks2,qnpBYtap_FC5_,tap,qnp,14.3555,87.916,6.124203267
Crabp1,qnpBYtap_FC5_,tap,qnp,0.220473,1.34979,6.122246261
Sap30bp,qnpBYtap_FC5_,tap,qnp,13.7532,84.1413,6.11794346
Kif7,qnpBYtap_FC5_,tap,qnp,3.93885,24.0962,6.117572388
Cnp,qnpBYtap_FC5_,tap,qnp,169.121,1033.53,6.111186665
Serinc2,qnpBYtap_FC5_,tap,qnp,0.258684,1.58074,6.110698768
Rce1,qnpBYtap_FC5_,tap,qnp,5.99816,36.65,6.11020713
Med13,qnpBYtap_FC5_,tap,qnp,26.3451,160.664,6.098439558
Grk2,qnpBYtap_FC5_,tap,qnp,5.75327,35.0677,6.095264085
Osbp,qnpBYtap_FC5_,tap,qnp,12.3963,75.4577,6.087114704
Tmem44,qnpBYtap_FC5_,tap,qnp,0.113474,0.690634,6.08627527
Ubfd1,qnpBYtap_FC5_,tap,qnp,21.2174,128.99,6.07944423
Sim2,qnpBYtap_FC5_,tap,qnp,4.37366,26.5686,6.074683446
Pip4k2b,qnpBYtap_FC5_,tap,qnp,13.8068,83.8355,6.07204421
Htr5b,qnpBYtap_FC5_,tap,qnp,0.101127,0.613583,6.06744984
Hipk4,qnpBYtap_FC5_,tap,qnp,0.184617,1.11954,6.064121939
Tlnrd1,qnpBYtap_FC5_,tap,qnp,2.71367,16.451,6.062269915
Cbwd1,qnpBYtap_FC5_,tap,qnp,5.25795,31.8465,6.056828232
Nfatc1,qnpBYtap_FC5_,tap,qnp,1.08513,6.56875,6.053422171
Adam19,qnpBYtap_FC5_,tap,qnp,8.43701,51.0323,6.048623861
Phf12,qnpBYtap_FC5_,tap,qnp,19.3711,117.161,6.048236806
AABR07006258.1,qnpBYtap_FC5_,tap,qnp,14.3837,86.9227,6.043139109
Itga4,qnpBYtap_FC5_,tap,qnp,0.551594,3.33163,6.040004061
Chrm4,qnpBYtap_FC5_,tap,qnp,0.0787622,0.475219,6.033592256
Becn1,qnpBYtap_FC5_,tap,qnp,41.8386,252.177,6.027376633
Brwd1,qnpBYtap_FC5_,tap,qnp,5.97657,36.021,6.027035574
Kif3a,qnpBYtap_FC5_,tap,qnp,44.8833,270.257,6.021326418
Arnt2,qnpBYtap_FC5_,tap,qnp,2.49249,15.0054,6.020244815
AABR07004228.1,qnpBYtap_FC5_,tap,qnp,0.0625096,0.37628,6.019555396
Slc1a1,qnpBYtap_FC5_,tap,qnp,26.6715,160.293,6.009898206
AABR07048303.1,qnpBYtap_FC5_,tap,qnp,0.186034,1.11789,6.009062859
Cavin1,qnpBYtap_FC5_,tap,qnp,0.199018,1.19581,6.00855199
Asb4,qnpBYtap_FC5_,tap,qnp,0.0603699,0.362584,6.006039434
Mrpl22,qnpBYtap_FC5_,tap,qnp,41.4311,248.515,5.99827183
Gm2a,qnpBYtap_FC5_,tap,qnp,59.1718,354.757,5.995372796
Gramd1a,qnpBYtap_FC5_,tap,qnp,12.92,77.4112,5.991578947
Mxra8,qnpBYtap_FC5_,tap,qnp,3.06989,18.3901,5.990475229
Dgat2,qnpBYtap_FC5_,tap,qnp,9.98383,59.8064,5.990326358
Lurap1l,qnpBYtap_FC5_,tap,qnp,0.58655,3.5122,5.98789532
Psmd8,qnpBYtap_FC5_,tap,qnp,33.3608,199.716,5.986547085
Cdipt,qnpBYtap_FC5_,tap,qnp,17.7755,106.296,5.979916177
Bmp3,qnpBYtap_FC5_,tap,qnp,0.0388597,0.232153,5.974132585
Ppme1,qnpBYtap_FC5_,tap,qnp,22.1115,132.064,5.972638672
Dennd5a,qnpBYtap_FC5_,tap,qnp,65.1133,388.381,5.964695385
Atoh8,qnpBYtap_FC5_,tap,qnp,3.73394,22.2635,5.962468599
Pagr1,qnpBYtap_FC5_,tap,qnp,14.9248,88.9847,5.962203849
Slc16a6,qnpBYtap_FC5_,tap,qnp,1.0158,6.05344,5.959283323
AABR07029742.1,qnpBYtap_FC5_,tap,qnp,5.23386,31.1877,5.958833442
Slit3,qnpBYtap_FC5_,tap,qnp,8.73336,52.002,5.9544093
Smg1,qnpBYtap_FC5_,tap,qnp,57.9352,344.956,5.954169486
Hba-a1,qnpBYtap_FC5_,tap,qnp,0.848609,5.05218,5.953483878
Tec,qnpBYtap_FC5_,tap,qnp,0.208726,1.24146,5.947797591
Npepps,qnpBYtap_FC5_,tap,qnp,9.6326,57.285,5.946992505
Eif3a,qnpBYtap_FC5_,tap,qnp,142.722,848.561,5.945551492
Phrf1,qnpBYtap_FC5_,tap,qnp,13.2778,78.9396,5.945231891
Lmntd2,qnpBYtap_FC5_,tap,qnp,0.444635,2.64318,5.94460625
Zfp566,qnpBYtap_FC5_,tap,qnp,2.38853,14.1935,5.942357852
Ube2b,qnpBYtap_FC5_,tap,qnp,95.5063,567.264,5.939545349
Slc9a3r1,qnpBYtap_FC5_,tap,qnp,28.2186,167.478,5.935021582
Mettl2b,qnpBYtap_FC5_,tap,qnp,6.31408,37.4507,5.931299572
AABR07044273.1,qnpBYtap_FC5_,tap,qnp,0.557962,3.30943,5.931282059
Dmwd,qnpBYtap_FC5_,tap,qnp,3.59199,21.2932,5.927967505
Smad7,qnpBYtap_FC5_,tap,qnp,0.336708,1.99398,5.921985816
Olr1519,qnpBYtap_FC5_,tap,qnp,0.158226,0.93677,5.920455551
Rnf24,qnpBYtap_FC5_,tap,qnp,2.09663,12.3987,5.91363283
Thra,qnpBYtap_FC5_,tap,qnp,23.4887,138.853,5.91148084
AABR07063682.1,qnpBYtap_FC5_,tap,qnp,0.151918,0.896426,5.900722758
Ogfod3,qnpBYtap_FC5_,tap,qnp,3.79086,22.3614,5.898767034
Hps5,qnpBYtap_FC5_,tap,qnp,7.27206,42.8885,5.897709865
Bccip,qnpBYtap_FC5_,tap,qnp,14.5165,85.5326,5.892095202
Nit2,qnpBYtap_FC5_,tap,qnp,15.7506,92.77,5.889934352
Epop,qnpBYtap_FC5_,tap,qnp,0.240756,1.41735,5.887080696
Zfp39,qnpBYtap_FC5_,tap,qnp,4.35688,25.6396,5.884853381
Ubtd2,qnpBYtap_FC5_,tap,qnp,4.67972,27.5382,5.884582838
Lrrn3,qnpBYtap_FC5_,tap,qnp,0.692069,4.0696,5.880338521
Zfp950,qnpBYtap_FC5_,tap,qnp,0.202577,1.18793,5.864091185
AABR07006873.1,qnpBYtap_FC5_,tap,qnp,4.7529,27.8682,5.863409708
Prpsap1,qnpBYtap_FC5_,tap,qnp,24.168,141.703,5.863248924
Trappc1,qnpBYtap_FC5_,tap,qnp,85.3622,500.161,5.859279634
Ncbp3,qnpBYtap_FC5_,tap,qnp,13.9664,81.6539,5.846452916
Pdpk1,qnpBYtap_FC5_,tap,qnp,8.75536,51.1711,5.844545513
Zscan10,qnpBYtap_FC5_,tap,qnp,0.0789253,0.46117,5.843120013
Yif1a,qnpBYtap_FC5_,tap,qnp,15.2081,88.8247,5.840617829
Dse,qnpBYtap_FC5_,tap,qnp,0.192895,1.12581,5.836387672
Man2a1,qnpBYtap_FC5_,tap,qnp,0.806413,4.70648,5.836314643
Borcs7,qnpBYtap_FC5_,tap,qnp,4.7894,27.9423,5.83419635
Zfp819,qnpBYtap_FC5_,tap,qnp,1.11447,6.50023,5.832575125
AABR07049085.1,qnpBYtap_FC5_,tap,qnp,0.294406,1.7168,5.831402893
Fadd,qnpBYtap_FC5_,tap,qnp,2.9025,16.8953,5.820947459
Sec23ip,qnpBYtap_FC5_,tap,qnp,12.2381,71.218,5.819367385
Zdhhc23,qnpBYtap_FC5_,tap,qnp,0.172519,1.0038,5.818489558
Xpnpep1,qnpBYtap_FC5_,tap,qnp,38.1493,221.968,5.818402959
Kdm2a,qnpBYtap_FC5_,tap,qnp,16.6708,96.9003,5.812576481
Fam57a,qnpBYtap_FC5_,tap,qnp,5.53345,32.147,5.809576304
Id2,qnpBYtap_FC5_,tap,qnp,29.2044,169.639,5.808679514
Dcaf7,qnpBYtap_FC5_,tap,qnp,11.587,67.2435,5.803357211
Tbc1d23,qnpBYtap_FC5_,tap,qnp,21.6769,125.538,5.791326251
Pdcd11,qnpBYtap_FC5_,tap,qnp,15.4327,89.3713,5.791034621
Sirt7,qnpBYtap_FC5_,tap,qnp,7.12143,41.2259,5.788991818
Sowaha,qnpBYtap_FC5_,tap,qnp,0.287577,1.66405,5.786450238
Rab5c,qnpBYtap_FC5_,tap,qnp,213.374,1233.57,5.781257323
Hdac7,qnpBYtap_FC5_,tap,qnp,0.258517,1.49453,5.781167196
Cabp4,qnpBYtap_FC5_,tap,qnp,0.171792,0.989957,5.762532598
Slc2a13,qnpBYtap_FC5_,tap,qnp,0.29138,1.67854,5.760656188
Igfbp4,qnpBYtap_FC5_,tap,qnp,3.67187,21.1402,5.757338904
Gga3,qnpBYtap_FC5_,tap,qnp,3.87995,22.3184,5.752239075
Gata2,qnpBYtap_FC5_,tap,qnp,0.278639,1.60262,5.75159974
Bnip1,qnpBYtap_FC5_,tap,qnp,4.9355,28.372,5.748556377
Fan1,qnpBYtap_FC5_,tap,qnp,1.97937,11.3676,5.743039452
Gab2,qnpBYtap_FC5_,tap,qnp,43.1651,247.867,5.742301072
Unc5b,qnpBYtap_FC5_,tap,qnp,2.78359,15.9658,5.735686649
Vkorc1,qnpBYtap_FC5_,tap,qnp,14.4551,82.664,5.718673686
Glmp,qnpBYtap_FC5_,tap,qnp,3.60482,20.5813,5.709383548
Ppp5c,qnpBYtap_FC5_,tap,qnp,14.188,80.9431,5.70503947
AABR07005618.1,qnpBYtap_FC5_,tap,qnp,88.7372,506.105,5.703414126
Ubn1,qnpBYtap_FC5_,tap,qnp,7.56063,43.115,5.702567114
Neurl2,qnpBYtap_FC5_,tap,qnp,0.0849008,0.483839,5.698874451
Aarsd1,qnpBYtap_FC5_,tap,qnp,4.04953,23.0609,5.69471025
AABR07002774.2,qnpBYtap_FC5_,tap,qnp,0.735304,4.18619,5.693141884
