GSM509547	GSM509548	GSM509549	GSM509550	GSM509551	GSM509552	GSM509553	GSM509554	GSM509555	GSM509556	GSM509557	GSM509558
211558_s_at	61.2	69.2	44.2	68.4	36.5	61.9	59.2	55.6	61.3	144.2	20.1	60.9
211563_s_at	20.2	61.6	48.3	32.2	4.4	67.1	33.6	26.5	42	11.9	5.9	25.9
211564_s_at	74.8	43.6	12.5	34.7	36.3	113.3	67.2	45	35.9	58.6	4.8	57
211567_at	5	8.6	2.2	3.9	17.6	2	2.1	2.1	2.8	7.8	62.3	7.9
211570_s_at	4.5	1.4	3.3	0.9	2.6	3.6	1.7	45.7	18.2	4	14.3	11.5
211575_s_at	45.3	60.2	72.5	84.5	48.8	93.5	81.7	97.1	58.9	67.9	122.3	34.8
211576_s_at	76.2	96.2	95.5	96.7	102.5	78.2	100.5	117.1	115.4	326.3	111.3	176
211592_s_at	16.4	2.2	16.1	2.5	10.4	12.3	20.2	3.3	5.9	52.1	36	13.7
211790_s_at	3.9	5.1	4.6	7	3.5	4.1	2.6	4.4	3.3	106.1	5.5	34.4
211793_s_at	25.5	52.5	29.5	65	103.6	81.7	21.2	75.2	22.2	66.9	64.3	29
211795_s_at	88	24.8	57.8	38.3	36.3	64.5	124.2	48.2	53.2	88.4	62.7	17.7
211800_s_at	173.3	186.1	125.5	224.5	212.9	226.8	220.4	196.1	194.7	275.8	221.2	310.3
211807_x_at	29.4	146.2	44.9	71.1	41.1	93.1	16.9	56.5	22.8	210.8	192.8	68.4
211811_s_at	1.1	29.8	3.9	15.5	30.6	21	0.7	21.4	22	3	73.3	7.4
211812_s_at	7.9	22.8	33.2	6.3	3.9	17.1	17.6	18.7	3.4	7.5	5.3	42.8
211817_s_at	20.7	4.2	8.1	8.6	7.9	7.6	14.2	10.3	20.6	30.7	53.9	3.7
211827_s_at	6.3	45.4	4	27.5	7.9	10	4.7	3.3	21.4	19.3	51.1	28.9
211838_x_at	10.7	27	19.1	9	50.4	4.7	29.6	36.5	6.8	5.7	86.9	11.9
211841_s_at	2.6	3.9	1.4	2.2	3.2	2.3	2.5	2.3	2.6	7.4	5.4	3.7
211848_s_at	3.3	16.4	2.8	5.9	20.5	4.4	4.1	6.2	2.9	6.1	7.4	12.7
211867_s_at	1.8	1.8	2.4	4	3.2	17	8.7	10.4	16.4	112.4	7.7	4.2
211870_s_at	4.3	5.2	8.2	8.1	4.9	26.6	5.9	6.4	2.7	10.1	26.8	7.8
211873_s_at	3.3	2.9	2.3	2.7	6	5.2	2	3	3.1	11	6.3	3
211875_x_at	38.6	8.2	8.7	9.2	13.7	7.8	14.6	7.9	14.7	16.5	9.6	9.4
211877_s_at	1.1	3.5	8.4	4.8	0.8	5.3	4.1	2.8	2.4	7.8	7.4	4.8
211886_s_at	38.3	25.9	8.2	32.2	5.5	30.3	55.8	28.6	33.5	91.1	66.9	90.3
211891_s_at	39.5	43.3	40.3	51.4	44.1	44.8	55.9	75.7	7.6	143.7	154.7	60.8
211903_s_at	25.6	3.1	17.2	10.3	29.5	25.7	2	3.1	2.9	8.4	71.3	4.7
211926_s_at	103.2	94.5	46.2	86.6	67.3	100.3	107.9	45.8	58.6	64.7	174.9	92
211931_s_at	157.6	117.3	145.1	197.4	290.3	178.5	249.6	113.2	190.2	205.6	257	165.5
211937_at	443.7	432.4	290	450.8	476	388.2	475.5	478.1	503.7	595.4	785.1	675.8
211939_x_at	1677.8	1670.5	1586.5	1594.8	1185.7	1723.5	1508.3	1592.3	1593.8	202.4	1430.7	1493.7
211941_s_at	2551.7	2782.1	1162.3	1596.3	1540.1	1558.8	869.7	2402.3	1663.7	491.6	1426.5	2341.6
211954_s_at	186.1	184.9	174.4	207.7	161.8	173.1	199.9	190.7	226	244.6	174.1	166.4
211956_s_at	4264.2	2985.5	3033.8	3719	3560.1	3776.5	4951	3419.6	3603.9	2328.3	3614.3	3325.2
211962_s_at	266.8	131.9	168.6	232.6	228.8	275.5	370.6	171.4	137.7	200.9	248.7	263.9
211963_s_at	393.4	420.3	376.2	436.2	334.6	402	392.7	340.2	391.8	156.2	319.2	341.7
211969_at	5357.3	3925.4	5856.8	3978.6	3322.1	2900.3	6358.5	4278.1	4099.4	4444	1408.2	2522.2
211975_at	337	324.3	154.3	224.1	372.9	283.6	187.6	332	288.2	494.9	318.3	370.3
211980_at	246.4	49.2	77.2	81.2	11.4	329.4	380.9	57.4	64.4	108.6	224.1	77.1
211983_x_at	4336.9	3370.2	3466.2	3577.3	4390.8	4129.2	4554.5	3509.3	3777.5	3840.1	3610.4	3452.4
211985_s_at	943.7	1570.2	1518	1053	713.8	769	561.3	1058.2	1089.8	12.1	722.5	815.4
211987_at	153.4	183.3	220.3	276	285.5	219.5	214.7	225.3	243.7	63.3	132.2	218.5
211988_at	183.1	199.1	246	324.5	223	236.8	146.3	167.5	221.7	156	154.8	200.7
211992_at	1057.5	1092.1	682.7	1286.6	1156.5	932.3	1127.1	884	974.6	570	1865.7	1498.4
211999_at	1907.1	1293.8	1642.8	1986.3	1337.4	1469.4	1210.5	1159.8	1311	549.4	1849.8	1458.4
212016_s_at	14.9	28	19.7	30.1	22.4	7.9	19	36.6	2.8	42.5	56.6	38.1
212020_s_at	17.8	4.6	24.7	33.6	40.6	28.1	53.6	25.8	39.7	59.1	33.1	24.5
212032_s_at	376.8	334.4	170	203.8	337.9	195	351	340.9	299.6	203	76.2	268.1
212037_at	272.8	224.4	202.8	276	236.4	234.7	177	262.6	206.5	195	460.8	358.8
212038_s_at	311.4	577.1	658.2	320.2	226.5	218.5	312.3	239.2	301.5	100.1	95	173.4
212048_s_at	334	370.7	441.1	185	376.2	511.7	376.6	304.4	352.8	636.2	203.7	231.6
212063_at	740.5	184.7	218.4	202.9	517.2	802.8	1316.7	437	461.2	124.3	169.8	229.9
212067_s_at	184.3	43.6	63.6	79.4	87.8	220.9	271.9	103.1	84.1	102.4	54	58.3
212070_at	946.6	447	554.4	429.1	806.8	1289.4	1037.1	471.8	709	360.9	631.8	648.9
212072_s_at	207.3	177.3	129.8	191.6	109	134.2	123	181	167.5	133	37.8	122.7
212080_at	244.2	227.5	109.3	226.3	235.5	220.6	259.1	273.2	201.8	241.4	280	333.6
212082_s_at	1033.1	1030.3	1148.9	1035.1	1459	1376.7	1802.1	1095.3	1285.3	1564.1	992.3	1138.8
212099_at	2584	1743.7	2087	1978.5	1398	2062.5	1339.9	1795.6	1429.2	483	1012.7	1588
212102_s_at	49.4	38.8	20.9	47.4	39.8	24.4	32	39.5	9.6	52.9	90	47.7
212118_at	129	186.3	120	142.8	129.5	165.2	134.2	150.1	145.7	200.2	242.7	211.8
212120_at	451	573.7	885.4	572.8	332.5	430.1	435.2	496.7	493.8	283.8	405.7	315.3
212125_at	32.9	58.7	34.7	22.3	6.9	36.6	22.8	6.1	25.4	20.1	88.1	19.1
212136_at	197.1	205.6	141.6	178.6	235.4	241	200.1	209.2	269.4	239.1	143.1	192.6
212137_at	628.5	759.2	1059.7	647.2	601	509.4	648.5	690.3	738.8	484.2	420.6	580.3
212160_at	204.7	144.5	165.2	149	145.6	141	190.7	93.8	88.6	13.9	108.1	89.9
212167_s_at	135.4	137.6	86.2	134.9	169	209.4	185.6	173.4	136.3	179.9	189.3	181.2
212181_s_at	407.4	258	297.5	187.7	297.9	429.1	368.5	225.9	232.3	220.9	167	182.5
212185_x_at	13219.8	7371.5	11555	8863	6682.5	18713.1	14445.6	15403.8	9728.3	4441.5	13066.5	9917.8
212186_at	315.4	434.1	421.3	373.8	311.5	310.3	390.6	537.8	494.3	67.4	51.5	492.1
212187_x_at	7451.7	6474.1	3656.4	6500.1	8112.7	9024.3	5345.5	6381.9	6719.5	4476	3889.4	6546.8
212190_at	985.3	863.5	952.1	845.4	1266.2	1510.2	1091.1	1080.6	1341.9	407	481.8	607.8
212191_x_at	1349	860.9	385.5	763.1	1110.1	899.1	1440	911.4	1275.5	737.5	1494.7	1189.1
212203_x_at	3351.4	1073.7	2228.5	1771	1057.2	4458.5	4462.2	1536.8	1331.1	492.5	3340.7	2245.3
212205_at	571.9	572.7	479.3	785.5	924.7	527.4	580	604.6	644.8	292.2	826	721
212218_s_at	153.6	202.8	65.6	138.3	130.2	74.2	99.4	156.7	133.7	252.9	110.2	150.6
212223_at	317.4	535.1	295.1	359.2	317.8	249.2	291.9	308.4	357.9	123.1	294	210.2
212224_at	159.8	453.2	920.7	457.7	79.2	127.9	67.1	124.8	144.5	62.3	75.4	98.3
212255_s_at	166.9	137.4	120.2	169.8	192.3	122.1	233	155.2	170.5	157.1	193.2	128.7
212257_s_at	53.3	31	33.8	38	50.5	64.2	40.8	41.2	37.3	123.4	76.4	59.3
212266_s_at	493.2	515	467.1	739.7	650.1	417.4	370	434.4	567.4	566.9	479.9	528
212269_s_at	163.3	95.1	102.4	139.8	159.6	113.5	158.4	139.4	154.5	67.6	135.7	201.4
212271_at	240.1	256	265.9	215.6	178.6	141	161.4	204	180.3	158.1	169.7	188.7
212296_at	606.4	772.8	880.4	702.8	568.6	639.9	564.1	698.4	743.7	286.2	311.1	528.4
212298_at	29.4	18.8	8.4	23.6	18.6	34.5	49.6	17	8.8	14.1	14.6	33.4
212312_at	167.8	220.1	140.5	297.9	172.3	182.6	131.3	190.8	178.5	285.5	154.3	94.5
212318_at	285.8	243.1	158.3	206.5	204.4	212.6	323.9	255.1	187.4	380.8	266.1	304.2
212320_at	337.2	361.1	311.7	378.3	208.4	439.7	484.2	360.5	318.7	196.8	419.1	450.1
212321_at	74.3	97.3	70.7	127.7	127.4	75.8	118.9	135.5	130.6	148.7	110.4	122.1
212331_at	119.8	135.3	141.6	180.4	101.6	141.2	184.4	138.1	100.5	218.3	136	144.2
212346_s_at	111.6	136.2	56.2	117.3	161.4	154.6	156.8	133.6	163.3	298.8	348.8	252.5
212360_at	384.8	419.4	481.6	384.2	485.4	297.6	420.4	422.6	499.6	768.2	233.6	387.9
212369_at	163.3	146.6	112.6	125.3	158.5	125.9	180.8	132	144	57.5	143.9	306.2
212373_at	24.7	22.5	29.4	16.5	47.7	45.3	15.7	20	29.9	6.6	41.2	34
212377_s_at	129.7	121.7	115.6	169.8	245.6	167.7	261.8	193.9	156	69.7	163.6	157.3
212378_at	48.5	69.7	42.8	21.2	47.5	33.2	59.9	44.1	51.6	67.6	81.7	49.6
212383_at	607.6	693.2	565.5	618.5	670.5	506.7	480.4	872.2	760.2	1228.2	553.4	763.7
212400_at	399.7	336.6	194.1	432.7	317.6	313.8	357	312.5	280.3	253	324	523.8
212401_s_at	189.3	202.8	191.5	224.4	263.4	252.4	218.8	156.6	235.1	317.4	231.7	213.7
212410_at	215.6	226.3	281.2	256.1	292.2	220.6	191.8	185.5	262.3	107.8	130	168.7
212416_at	448.6	656	524.6	595.9	674.2	483.6	493.2	498.7	600.8	387.7	274.2	362.4
212426_s_at	771.4	975.5	1379.5	960.5	1707.4	1205.4	956	927.7	1301.9	1223.9	698.8	635.5
212429_s_at	117	145.3	181.6	188.2	123.8	205.1	128.9	159	152.2	68.9	136.8	208.4
212449_s_at	60	86.8	96.7	65.8	69.3	74.3	111.8	64	103	21.9	39.9	56.8
212455_at	675	638.5	355.4	747.9	841	638.3	605.2	515.3	691.7	349.4	1022.8	883.6
212461_at	262	348.9	542.7	395.9	351.7	329.3	175.8	250.8	344.1	62.1	372.2	260.7
212462_at	141.4	192.6	119.3	225.5	223	141.7	164.8	213.1	198.5	111.1	324.3	255.2
212470_at	269.4	255.9	219.5	297.8	304.3	210.9	210.2	201.5	253.2	242.2	350.8	269.8
212481_s_at	109.2	67.8	34.7	43.6	47.1	42.4	66.8	28.5	64.5	133.5	137.1	46
212491_s_at	136.5	144.4	181	186.2	197.9	186.6	142.8	173.3	175.7	297.8	129.7	192.5
212501_at	1214.6	376.1	967.4	346.2	496	1951.7	1808.4	675.2	324.6	189.4	614.3	495.7
212506_at	454.3	350.2	527.2	572.9	529.5	439.7	499.4	453	483.5	201.2	386.2	459.9
212508_at	492	943.9	1606.5	707.2	457.3	450.2	461	866.6	917.4	289.9	133.2	304.4
212509_s_at	1132.7	1249.2	2157.6	1478.8	1455.9	2209.8	933.4	1180.9	2127.5	583.4	824.5	1125.2
212517_at	74.3	130.5	108.4	93.1	107	76	133.4	137.3	117.9	171	91.6	105.9
212519_at	451.8	655.1	633.1	626.9	511.2	519	508.4	496.7	577.9	126.3	378.1	536.8
212531_at	22.8	43.5	19.8	50.7	56.9	21.2	3.1	38.2	10	24.6	90.6	54.5
212551_at	160	206.5	287.3	123	128	77.1	133.5	166.8	126.6	189.4	82.5	101.2
212552_at	535.9	665.1	531.1	411.1	428.7	342.6	626.5	954.8	537.9	697.9	445.6	361.5
212581_x_at	8371	7858.4	4406.8	7977	6581.6	8840.5	7364.6	6684.1	7431.3	2206	7679.5	6792.5
212586_at	242.6	257.5	317.3	371.5	389.4	274.7	285.3	284.7	299.1	149.5	308.8	313.3
212588_at	57.9	41.2	46	90	40.2	57.1	119.1	56.5	64.1	122.3	88	74.6
212589_at	68.1	72.7	87.2	72.6	58.2	105.7	69.6	78.9	87.3	112.4	82.4	80.8
212592_at	1.5	1.5	1.4	0.7	1.6	0.7	7.6	9.7	16.6	51.4	28	1
212595_s_at	175.8	215.8	136.5	183.2	111	87	96.9	115.4	110.6	94.4	139.2	125
212600_s_at	484	656.1	941.8	542.3	601.3	632.8	437.3	504.1	540	193.4	277.2	417.9
212604_at	261.2	378.8	342.6	317.4	382.3	331.3	292.8	346.9	344.2	690.8	121.7	289.4
212624_s_at	670.4	1132.4	2026.5	777.1	540	505	504	787.5	693.4	216.4	169.7	356.7
212625_at	104.1	111.9	42.3	172.1	129.3	109.3	126.4	133.7	124.2	173	97.8	215.1
212628_at	56.2	75	50.4	70.6	76.3	56.9	54.1	62	56.9	16	111.9	31.4
212642_s_at	120.9	135.9	163.9	130.4	176.9	165.5	159.7	164.3	137.7	178.1	215.3	158.5
212647_at	35.2	13.5	7	72	27.2	60.6	54.4	20.1	18.3	17.8	45.2	17.9
212652_s_at	132.3	180.5	226.9	227	217.5	214.3	137.2	161.4	220.2	193	99.4	151.6
212657_s_at	5.5	19.7	2.7	34.3	4.3	22.3	8.4	4.9	19	105.1	66.6	24.1
212664_at	621.6	1090.7	443.1	430.2	1220.2	851.3	393.8	531.2	752.4	383.2	502.9	1130.5
212670_at	7.4	11.1	7	9.7	19	13.6	10.5	6.5	7.3	44.7	65.3	20.5
212671_s_at	37	33.7	1.2	38.6	28.2	23.2	47.5	32.4	66.2	87.3	12.1	94.5
212672_at	65.9	46	35.5	72.4	28.7	50.5	31.3	57.4	54.3	11.2	61	60.2
212681_at	169.6	221.7	239.9	231.4	269.6	168.9	78.2	167.9	271.1	219.2	138.9	153
212685_s_at	104.9	111.5	124	72.4	102.1	101.1	97.9	110.6	99.2	112.6	104.1	116.9
212688_at	129.9	146.3	306.8	160.7	181.5	106.8	167.6	180.2	180.1	131.9	100	165.4
212694_s_at	173.7	182	188.3	173.6	161.9	152.9	128.1	109.7	174.2	146.6	75.4	162.8
212696_s_at	282.5	240.6	326.7	221.2	251.8	260.7	215.2	252.8	230.2	121.3	215.2	218.6
212706_at	41.6	41.4	43.1	39.8	28	35.7	53.5	46	57.1	44.9	45.3	66.8
212716_s_at	607.1	865.1	938.1	752.1	665.3	751.5	619.2	667	908.2	449.1	511.9	798.6
212724_at	115.9	62.7	183.1	86.5	72.3	178.8	138.7	80.6	82.2	59.9	141.7	90.3
212737_at	303.9	296.8	256.4	337.8	395.2	421.9	285.8	315.9	397.7	397.2	382.4	380.7
212739_s_at	158.4	232.5	88.8	183.7	167.2	122.8	178	140.3	143.6	230	438	244.1
212751_at	106.2	217.5	329.3	191.3	107.9	116	84.5	134.8	187.3	72.2	113.4	139
212753_at	69.5	70.5	104.6	84.6	85.2	93.6	70.6	105.9	108.8	211.7	126.1	104.5
212774_at	300.7	264.2	286.5	339	490	260.2	362.8	494.8	341.8	240.1	201.7	327.3
212803_at	86.9	58.2	37.9	46.1	62.6	26.2	61.6	48.3	54.5	165.6	16.1	95.3
212816_s_at	94.3	87.6	42.5	70.1	99.8	62.2	76.6	81	93.4	100.7	115.2	83.6
212817_at	71.6	49.8	47.4	58.1	53	49.8	70.2	71.3	61.1	236	125.9	75.2
212819_at	24	49	27.9	25	32.3	36.7	22	38.8	22.2	45.7	37.5	12.9
212843_at	771.6	882.3	845.8	898.5	1208	629.4	720.1	945.2	1047.7	2155	541.8	955.6
212852_s_at	718.5	581.2	593.1	926.3	1309	1207	926.7	909.5	1060.2	1422.5	930.4	983.9
212858_at	259	169.5	128.8	270.7	366.7	146	187.7	231.7	213.7	423	275.8	273.7
212867_at	102.1	101.8	111.9	124.7	90.4	114.4	104.5	130.8	103	142.6	151.1	94.4
212870_at	190.4	212.4	152.2	292.2	304.8	189.5	294.1	273.8	259.9	89.1	234.8	239.2
212871_at	56.1	29	45.5	47.3	22.8	55.3	25.5	32.1	32.1	17.3	12.5	23.8
212876_at	21	31.4	59.1	39.4	79.7	99.9	67	29.6	43.5	140.5	131.2	53.4
212878_s_at	263.9	427.3	399.8	317.5	205.2	186.6	113.1	222.4	299	94.8	235.2	210.1
212881_at	70.7	43.3	21.2	84.1	83.8	62.3	47.2	69.7	61.6	212.8	108.3	78.5
212894_at	104.3	145.8	140.7	102	161.6	117.7	104.2	121	115	39.6	50	67.4
212895_s_at	542.4	601.8	446.1	600.2	662.4	489.3	712.2	1058.2	822.3	512.5	584	1230.1
212909_at	67.1	104.8	38.2	89.8	43.5	54.2	109.9	75	93.7	8.4	25.7	91.5
212920_at	20.2	0.7	12.5	23.6	25.3	28.2	23.2	14.9	19.9	11.5	7.1	18.6
212952_at	694.1	463.4	330.6	404.1	620.5	506.7	588.3	500.5	476.6	1014.3	302.3	567.7
212955_s_at	801.4	678.7	683.9	1663.9	1136.8	702.9	995.8	725	1094.3	721.6	663	1000.8
212971_at	940.9	858.8	1591.3	828.1	698.9	1000	1184	768.7	872.3	1199	681.2	587.4
212983_at	328.3	343.4	119.5	194.5	253.8	179.7	233.1	305.9	271.9	393	205.2	279
212990_at	199.2	484.2	665.9	301.7	183.1	128.4	165.8	314	261	37.6	79.1	118.9
212997_s_at	89.7	113.1	101.6	93.4	12	103.2	123.5	111.9	49.5	55.7	44.5	85.1
213011_s_at	831	1196.5	1097.1	884.2	659	798.2	817.2	865.9	867.7	517.4	514.8	764.6
213014_at	7.4	11.5	26.1	34	3	9.2	3	4.6	23.7	40.3	16.5	64.2
213022_s_at	46.1	36.8	29.3	43.5	49	45.1	51	17.4	32.8	52.8	118.3	71.5
213024_at	38.1	37.1	27.4	38.1	17	30.7	14.8	33.1	35.8	5	83	67
213026_at	227.1	255.7	277	363.7	280.2	260.3	251.4	245.8	340.2	207.7	179.4	255.3
213030_s_at	80.2	96.4	47	50.2	56.7	91.7	51.6	102.8	66.1	82.2	109.8	53.2
213041_s_at	327.1	407.8	206.3	276.8	377.2	282.3	250.6	322.9	383.1	695.2	188.6	328.1
213044_at	326.5	263.1	236.6	319.1	368.1	267.1	365	270.3	244.3	179.4	378.3	440.1
213046_at	188.5	176.5	92.8	206.1	209.2	145.5	170.2	247.9	171.7	408.7	359.3	281.8
213052_at	311.7	346.2	181.1	310.5	352.1	259.3	280.5	331.2	318.9	477.7	316.2	277.4
213060_s_at	273.7	62.3	44.1	58.2	82.7	249	185.6	39.9	82.9	183.1	100.1	80.5
213068_at	7.6	7	1.9	12.7	6.1	5.1	9.5	1.6	21.9	5.3	7.4	22.5
213081_at	62.6	71.7	48.4	51.8	51.9	75.2	49.5	56.5	45	89.3	183.7	100
213086_s_at	373.1	319.8	350.6	328.8	308	357.1	285.6	263.5	336.5	189	228.7	266.5
213090_s_at	50.1	78.1	57.4	80.3	97.3	70.1	87.1	65.2	71.8	124.4	97.7	98.7
213093_at	966.2	765.3	530.6	653.5	537.5	698.3	750.8	701.9	678.3	277.1	400.1	663.9
213108_at	55.4	54.3	43.1	22.6	56	50.6	26.4	75.7	33.1	87.5	123.5	56.3
213110_s_at	148.2	215.5	221	369.1	359.3	219.3	214.1	277.2	285.8	189.6	369.3	283.6
213112_s_at	21.2	8.4	11	7.1	34.1	6.5	46.3	7.2	10.9	21	5.4	19.3
213123_at	221.3	99.2	85.9	100.3	161.6	172	210.5	149.6	112	88.8	60.6	105.6
213129_s_at	809.8	896.5	719.3	924.9	1346.1	822.2	787.9	750	913.4	314.8	732.3	882.5
213136_at	72.4	106.3	108.8	65.5	112	210.4	145	61.2	112.7	239	209.1	93.7
213139_at	9	23	24.9	43.3	16.8	32.1	17.4	14.2	21	2.5	35.6	7.4
213150_at	19.5	7.2	2.3	30.7	2.7	6.7	6.5	7.3	1.9	6.9	57.1	26.4
213151_s_at	2079.1	2639.2	2608	2660.4	3640	2851.6	1942.2	1977.7	2653.4	1257.5	2778	2365.3
213161_at	150.8	130.9	98.3	183.6	138.7	155.2	116.9	147.2	118.4	135.8	161.7	146
213164_at	269.3	240.1	184.7	190.5	148.2	142.3	526.3	317	160.1	185.4	108	189.5
213176_s_at	5.8	3.9	6	3.2	4.4	3.4	7.7	2.6	3.2	15.1	11.3	9.3
213180_s_at	61.3	59.9	28	48.4	68.6	6.8	58.9	36.1	31.7	170	171.1	45.3
213194_at	92.5	136.4	122.1	184	206.4	103.1	132.8	121.4	165.9	175.1	67.1	138.6
213201_s_at	11.7	7.3	4.4	6.8	10.6	4.5	3.9	35.5	20.4	16.7	21.3	38.8
213203_at	253.3	322.7	489	255.4	250.9	261.6	280.9	346.6	309.3	336.7	143.4	259.5
213209_at	50.7	63.2	49.2	64.1	98.4	55.4	67.2	57.4	50.4	99.1	158.6	81.8
213213_at	44.1	60.7	59.5	33.6	54.5	34.7	54.4	44.4	44.6	27	115.3	67.2
213225_at	70	87.9	104.4	103.3	141	124.2	83.2	75.5	80.4	128.4	141.8	61.5
213226_at	23.2	20.5	14.8	10.6	29.2	10.4	34.5	33.1	36.2	84.6	7.9	2.7
213229_at	723.3	650	591	991.9	1028.5	1060.9	946.5	581.1	868.3	545.1	697.7	847.5
213239_at	41.6	18.3	21.1	52.5	21	31.7	10.5	16.9	11	88.4	14.8	27.6
213249_at	125.5	125	121.8	145	169.5	136	149.3	174.1	115.1	91.1	147	101.7
213251_at	170.1	246.1	172.3	215.1	291.2	124.3	166.7	97.5	208.8	70.4	125.1	130.9
213253_at	61.4	53.2	27.6	36.3	38.8	40.7	31.2	34.9	24.1	11.2	11.3	22.3
213260_at	119.5	92.3	74.5	97.2	87.8	79.3	94.5	98.3	85.5	182	328.8	223.6
213262_at	117.9	262.8	208	146.9	123.1	106.6	84.4	186.9	130.4	128.2	32.2	135.1
213263_s_at	57.7	88.5	10.9	71	25.7	20.7	35.5	54.1	62.9	114.5	112.2	119.7
213270_at	185.8	168.4	102.1	123	222.6	105.5	92.1	126.3	140.9	288.4	285.5	168.2
213281_at	138.1	102.4	124.9	75	127.5	111.1	98.8	86.9	43.8	146.7	125.1	91.2
213282_at	99.5	97.4	137.9	74.7	95	57.5	87	86.3	117.2	253.5	93.7	104.1
213287_s_at	213.8	164.7	166.7	184	176.6	141.1	245.8	161.5	141.5	114.5	154.5	175.1
213296_at	145.1	141.5	90.5	200.2	188.4	189.5	200.5	165.6	156.7	196.2	193.2	238.4
213298_at	6.6	22.7	14.8	25.9	33.3	55.9	24.7	42	16.9	31.5	7.5	27.8
213313_at	850.5	886.5	661.1	785.1	989.1	690.3	736.6	908.7	993.2	686.2	569	1031.3
213318_s_at	342.3	285.6	124	300.2	237.4	225.2	261	357.7	290.1	168.2	148.3	224.9
213324_at	7.5	8.4	8	6.7	10.3	6.3	7.2	8	7.9	30.1	26.9	10
213326_at	559.5	909.3	1085.9	341.7	399.5	236.3	248.5	651.1	557.7	887.9	494.3	555.1
213330_s_at	134.5	86.4	28.5	49.3	56.7	55.5	100.9	90.7	16.2	31	9.4	61.8
213342_at	51.4	17.6	23.4	41.5	52.4	50.4	65.1	35.6	46.3	80	65.9	67.1
213344_s_at	104.7	84.4	75.6	88.6	144.3	133.6	90.6	85.5	83.5	357.7	180.5	102.3
213345_at	17.1	36.3	52.2	49.2	43.2	52.1	91.4	55.7	84.9	33.6	29.5	70.8
213348_at	964.2	1062.3	893.9	1286.1	1336.9	1359	540.3	1713.6	1453.1	957.8	570.7	1060.4
213357_at	229.8	176.7	203.2	176.6	207.9	190.8	198.7	138.6	188.3	159.4	126.1	185.8
213373_s_at	27.6	20.2	7	37	16.9	21.8	33.1	17.5	26	35.2	77.7	23.6
213377_x_at	3433.9	2700.1	3034	3983.5	4301.2	4279.1	5117.2	3492.9	4444.3	1030.9	5064.6	3680.9
213378_s_at	69.2	58.1	21.8	56.1	37.4	50.4	106.3	46.2	49.9	152.9	94.9	60
213382_at	16.2	9.8	0.3	16	23.7	12.5	25.2	7.4	11.8	54.9	18.6	0.9
213384_x_at	20.3	30.6	33.9	46	75.4	29.6	43.5	47.5	35.5	63.5	77.7	43.4
213385_at	299.5	203.9	255.6	237.5	297.4	232.5	284.4	355.1	210.7	187.7	157.8	233
213396_s_at	139.7	112.3	114.3	219.5	216.5	221.1	145.6	109.4	143.6	159.3	265	70.6
213400_s_at	244.9	137	111.3	184.6	254.3	280	381.5	287.4	267.5	513.8	226.9	290.4
213408_s_at	361.3	649.9	597.9	533	315.7	327.6	362.6	540	444.8	212.7	251.4	567.6
213409_s_at	33.6	57.3	46.5	40.8	38	45.7	28.4	40.6	34.9	45.8	72	28.8
213414_s_at	2681.5	2342.6	2265.6	3103.9	2859	3151.8	4270.6	2680.5	2928.6	1483.6	4229.8	3102.5
213415_at	62.3	33.8	2.8	33	12.8	38.3	67.9	4.2	4.8	4.8	8.2	10.6
213416_at	2.4	1.9	5.5	2.9	1.7	1.2	4.2	3.8	1.5	12.7	11.1	9.4
213427_at	85.3	76	117.7	93.7	60.7	86.6	89.3	88.1	68.2	126.7	69.3	31.3
213436_at	26	66.7	69.3	24.3	33.7	17.5	31.8	51	49.7	56.3	33.4	19.5
213441_x_at	125.6	48.4	34.4	49.1	69	89	64.2	62.7	67.3	190.7	160.4	25.3
213454_at	58.2	49.6	49.6	17.2	40.1	48.2	54.7	56.6	57.9	94.3	80.6	74.5
213457_at	66.6	71.8	55.3	71.9	86.1	108.1	127.4	74.7	29.8	64.3	100.6	26.9
213461_at	20.9	13.9	24.4	18.8	2.5	0.9	15.3	20.9	22.1	82	39.8	4.3
213465_s_at	143.9	219.6	160.9	173.3	133.9	116.1	175.6	140.7	177.2	196.6	236.3	162.6
213467_at	244	173.1	178.2	232.1	276.4	225.7	307.2	413.2	156	320	447.8	575.7
213475_s_at	29.8	5.5	20.3	15.3	31.7	28.3	9.8	31.7	8.1	33.5	26.4	51.2
213492_at	34.2	22.2	14.1	12.1	48	22.4	12.4	19.3	17.6	51.9	62.4	47.7
213520_at	5.8	4	2.1	3.6	3.9	3.3	3.2	3.7	4.8	18.2	8	4.3
213521_at	121.7	122.6	73.4	124.8	121.3	143.2	129.5	154.5	159	410.1	192	178.6
213524_s_at	101.7	95.9	60.2	28.6	74.4	52	118.6	86.3	62.8	156.7	157.3	46.7
213535_s_at	455.1	376	280.7	352.4	264.4	383.1	354.2	326.5	310.9	223.6	204.8	375.4
213539_at	45.6	47.6	10.7	37.4	51.5	16.2	18.6	11.7	47.9	171.6	180.2	44.8
213545_x_at	967.1	1000.4	1760.9	1061.8	1076.6	942.2	967.9	1416.2	1220.5	310.1	439.7	609.2
213551_x_at	109.5	85.6	89.2	81.7	88.2	84.9	73.6	66.3	59.3	54.9	238.8	77.1
213553_x_at	1066.5	694.6	510.7	1022.2	1708.9	1180.4	1321.1	1025	936.8	1770	814.9	1204.5
